Ligand,Score
CHEMBL476960_preprocessed_conf0_out.sdf,-2.826
CHEMBL1073_preprocessed_conf0_out.sdf,-4.036
CHEMBL2110771_preprocessed_conf1_out.sdf,-3.604
CHEMBL1201743_preprocessed_conf9_out.sdf,-3.435
CHEMBL3099695_preprocessed_conf8_out.sdf,-3.363
CHEMBL1200629_preprocessed_conf8_out.sdf,-4.265
CHEMBL1201300_preprocessed_conf4_out.sdf,-2.978
CHEMBL971_preprocessed_conf3_out.sdf,-3.095
CHEMBL2106975_preprocessed_conf9_out.sdf,-1.752
CHEMBL502109_preprocessed_conf6_out.sdf,-3.752
CHEMBL771_preprocessed_conf7_out.sdf,-2.075
CHEMBL1200814_preprocessed_conf9_out.sdf,-2.491
CHEMBL1200934_preprocessed_conf9_out.sdf,-5.016
CHEMBL1607_preprocessed_conf6_out.sdf,-3.973
CHEMBL3707247_preprocessed_conf3_out.sdf,-3.796
CHEMBL305187_preprocessed_conf3_out.sdf,-3.917
CHEMBL2068884_preprocessed_conf5_out.sdf,-2.294
CHEMBL1541_preprocessed_conf0_out.sdf,-3.619
CHEMBL896_preprocessed_conf4_out.sdf,-3.553
CHEMBL7413_preprocessed_conf3_out.sdf,-3.119
CHEMBL5315122_preprocessed_conf9_out.sdf,-3.324
CHEMBL1200470_preprocessed_conf7_out.sdf,-3.553
CHEMBL2308885_preprocessed_conf6_out.sdf,-3.89
CHEMBL465026_preprocessed_conf9_out.sdf,-3.537
CHEMBL14376_preprocessed_conf6_out.sdf,-3.944
CHEMBL253376_preprocessed_conf0_out.sdf,-3.325
CHEMBL771_preprocessed_conf4_out.sdf,-2.059
CHEMBL820_preprocessed_conf0_out.sdf,-2.322
CHEMBL484785_preprocessed_conf3_out.sdf,-3.349
CHEMBL5315053_preprocessed_conf5_out.sdf,-3.802
CHEMBL1715_preprocessed_conf7_out.sdf,-3.71
CHEMBL577_preprocessed_conf7_out.sdf,-3.61
CHEMBL5303393_preprocessed_conf6_out.sdf,-2.996
CHEMBL1722209_preprocessed_conf0_out.sdf,-3.603
CHEMBL267648_preprocessed_conf6_out.sdf,-3.286
CHEMBL1089_preprocessed_conf2_out.sdf,-2.91
CHEMBL3_preprocessed_conf2_out.sdf,-2.857
CHEMBL2105754_preprocessed_conf0_out.sdf,-3.311
CHEMBL1237044_preprocessed_conf8_out.sdf,-3.31
CHEMBL1200795_preprocessed_conf0_out.sdf,-3.966
CHEMBL198362_preprocessed_conf5_out.sdf,-3.43
CHEMBL2105637_preprocessed_conf0_out.sdf,-4.061
CHEMBL960_preprocessed_conf0_out.sdf,-3.872
CHEMBL1200680_preprocessed_conf7_out.sdf,-1.221
CHEMBL1256786_preprocessed_conf8_out.sdf,-3.697
CHEMBL110_preprocessed_conf0_out.sdf,-3.316
CHEMBL4594252_preprocessed_conf5_out.sdf,-1.339
CHEMBL1200932_preprocessed_conf9_out.sdf,-3.028
CHEMBL1472989_preprocessed_conf0_out.sdf,-3.167
CHEMBL1423_preprocessed_conf9_out.sdf,-4.377
CHEMBL642_preprocessed_conf1_out.sdf,-3.237
CHEMBL1206_preprocessed_conf7_out.sdf,-3.6
CHEMBL1632_preprocessed_conf9_out.sdf,-3.335
CHEMBL408513_preprocessed_conf7_out.sdf,-3.465
CHEMBL905_preprocessed_conf7_out.sdf,-3.603
CHEMBL3989908_preprocessed_conf6_out.sdf,-4.665
CHEMBL673_preprocessed_conf6_out.sdf,-3.173
CHEMBL1201266_preprocessed_conf6_out.sdf,-3.239
CHEMBL1201261_preprocessed_conf0_out.sdf,-3.388
CHEMBL284906_preprocessed_conf5_out.sdf,-2.841
CHEMBL911_preprocessed_conf6_out.sdf,-3.997
CHEMBL91397_preprocessed_conf4_out.sdf,-4.473
CHEMBL1079604_preprocessed_conf6_out.sdf,-3.573
CHEMBL2105581_preprocessed_conf9_out.sdf,-3.294
CHEMBL3988900_preprocessed_conf5_out.sdf,-0.736
CHEMBL428_preprocessed_conf3_out.sdf,-3.866
CHEMBL1068_preprocessed_conf7_out.sdf,-3.976
CHEMBL294199_preprocessed_conf2_out.sdf,-4.171
CHEMBL2219740_preprocessed_conf0_out.sdf,-2.883
CHEMBL1739_preprocessed_conf2_out.sdf,-4.172
CHEMBL1580_preprocessed_conf2_out.sdf,-2.91
CHEMBL1339_preprocessed_conf6_out.sdf,-3.701
CHEMBL1753_preprocessed_conf1_out.sdf,-3.236
CHEMBL1200586_preprocessed_conf8_out.sdf,-3.32
CHEMBL70972_preprocessed_conf6_out.sdf,-3.924
CHEMBL361497_preprocessed_conf2_out.sdf,-3.736
CHEMBL641_preprocessed_conf8_out.sdf,-3.487
CHEMBL452231_preprocessed_conf2_out.sdf,-4.251
CHEMBL3989949_preprocessed_conf0_out.sdf,-3.084
CHEMBL2218878_preprocessed_conf2_out.sdf,-3.421
CHEMBL1621_preprocessed_conf5_out.sdf,-3.935
CHEMBL3545062_preprocessed_conf6_out.sdf,-3.978
CHEMBL2110805_preprocessed_conf4_out.sdf,-3.577
CHEMBL923_preprocessed_conf4_out.sdf,-2.853
CHEMBL1409_preprocessed_conf2_out.sdf,-3.604
CHEMBL1201155_preprocessed_conf1_out.sdf,-3.847
CHEMBL2103802_preprocessed_conf4_out.sdf,-3.675
CHEMBL896_preprocessed_conf8_out.sdf,-3.372
CHEMBL1569_preprocessed_conf8_out.sdf,-2.619
CHEMBL1200392_preprocessed_conf7_out.sdf,-3.728
CHEMBL130_preprocessed_conf2_out.sdf,-3.228
CHEMBL2105689_preprocessed_conf8_out.sdf,-3.249
CHEMBL222863_preprocessed_conf7_out.sdf,-3.554
CHEMBL509_preprocessed_conf0_out.sdf,-3.465
CHEMBL229128_preprocessed_conf7_out.sdf,-2.768
CHEMBL1201020_preprocessed_conf1_out.sdf,-3.683
CHEMBL1200688_preprocessed_conf1_out.sdf,-3.886
CHEMBL648_preprocessed_conf9_out.sdf,-3.708
CHEMBL1611_preprocessed_conf6_out.sdf,-3.761
CHEMBL1200843_preprocessed_conf7_out.sdf,-3.87
CHEMBL4204794_preprocessed_conf1_out.sdf,-3.796
CHEMBL1200906_preprocessed_conf1_out.sdf,-3.443
CHEMBL1243_preprocessed_conf8_out.sdf,-3.821
CHEMBL539697_preprocessed_conf9_out.sdf,-4.209
CHEMBL211471_preprocessed_conf6_out.sdf,-2.766
CHEMBL635_preprocessed_conf5_out.sdf,-3.835
CHEMBL776_preprocessed_conf5_out.sdf,-2.939
CHEMBL1200764_preprocessed_conf3_out.sdf,-2.591
CHEMBL4303060_preprocessed_conf4_out.sdf,-3.649
CHEMBL468_preprocessed_conf0_out.sdf,-3.678
CHEMBL141_preprocessed_conf5_out.sdf,-2.721
CHEMBL1448_preprocessed_conf3_out.sdf,-3.411
CHEMBL139877_preprocessed_conf7_out.sdf,-2.854
CHEMBL1200636_preprocessed_conf4_out.sdf,-4.308
CHEMBL3545311_preprocessed_conf1_out.sdf,-3.9
CHEMBL1200689_preprocessed_conf8_out.sdf,-1.232
CHEMBL288441_preprocessed_conf1_out.sdf,-3.652
CHEMBL1439_preprocessed_conf7_out.sdf,-2.835
CHEMBL1790041_preprocessed_conf9_out.sdf,-3.177
CHEMBL1201112_preprocessed_conf0_out.sdf,-2.853
CHEMBL83_preprocessed_conf2_out.sdf,-3.85
CHEMBL1201295_preprocessed_conf9_out.sdf,-3.985
CHEMBL1184360_preprocessed_conf0_out.sdf,-3.315
CHEMBL1435_preprocessed_conf7_out.sdf,-3.415
CHEMBL258918_preprocessed_conf8_out.sdf,-3.31
CHEMBL1334860_preprocessed_conf8_out.sdf,-3.357
CHEMBL3707281_preprocessed_conf6_out.sdf,-1.976
CHEMBL1173655_preprocessed_conf6_out.sdf,-3.804
CHEMBL319144_preprocessed_conf9_out.sdf,-3.518
CHEMBL1200601_preprocessed_conf9_out.sdf,-3.499
CHEMBL2218917_preprocessed_conf1_out.sdf,-2.579
CHEMBL61006_preprocessed_conf9_out.sdf,-2.787
CHEMBL24441_preprocessed_conf6_out.sdf,-2.717
CHEMBL1200523_preprocessed_conf2_out.sdf,-2.953
CHEMBL2106643_preprocessed_conf8_out.sdf,-4.096
CHEMBL1542_preprocessed_conf5_out.sdf,-2.862
CHEMBL79_preprocessed_conf8_out.sdf,-2.921
CHEMBL1201052_preprocessed_conf3_out.sdf,-3.518
CHEMBL1201061_preprocessed_conf3_out.sdf,-3.192
CHEMBL83_preprocessed_conf7_out.sdf,-3.943
CHEMBL103_preprocessed_conf8_out.sdf,-3.984
CHEMBL3990987_preprocessed_conf2_out.sdf,-1.594
CHEMBL1889140_preprocessed_conf9_out.sdf,-3.934
CHEMBL4559134_preprocessed_conf9_out.sdf,-4.196
CHEMBL1624126_preprocessed_conf9_out.sdf,-2.861
CHEMBL25_preprocessed_conf6_out.sdf,-2.946
CHEMBL1201174_preprocessed_conf7_out.sdf,-3.667
CHEMBL129_preprocessed_conf1_out.sdf,-2.856
CHEMBL2219738_preprocessed_conf8_out.sdf,-2.04
CHEMBL1201787_preprocessed_conf8_out.sdf,-4.164
CHEMBL797_preprocessed_conf8_out.sdf,-3.465
CHEMBL3989777_preprocessed_conf3_out.sdf,-2.03
CHEMBL1200863_preprocessed_conf6_out.sdf,-3.213
CHEMBL1708_preprocessed_conf1_out.sdf,-3.667
CHEMBL1200412_preprocessed_conf0_out.sdf,-4.158
CHEMBL1200477_preprocessed_conf8_out.sdf,-2.52
CHEMBL523299_preprocessed_conf4_out.sdf,-3.809
CHEMBL3544908_preprocessed_conf8_out.sdf,-4.071
CHEMBL3989403_preprocessed_conf6_out.sdf,-3.245
CHEMBL2106638_preprocessed_conf4_out.sdf,-4.203
CHEMBL1201118_preprocessed_conf1_out.sdf,-2.944
CHEMBL691_preprocessed_conf5_out.sdf,-4.113
CHEMBL354541_preprocessed_conf3_out.sdf,-4.171
CHEMBL1723241_preprocessed_conf0_out.sdf,-3.186
CHEMBL73451_preprocessed_conf2_out.sdf,-3.57
CHEMBL2105023_preprocessed_conf3_out.sdf,-3.702
CHEMBL826_preprocessed_conf1_out.sdf,-3.271
CHEMBL809_preprocessed_conf5_out.sdf,-3.56
CHEMBL1003_preprocessed_conf2_out.sdf,-3.11
CHEMBL3039598_preprocessed_conf3_out.sdf,-4.329
CHEMBL128_preprocessed_conf6_out.sdf,-3.075
CHEMBL408513_preprocessed_conf6_out.sdf,-4.192
CHEMBL477_preprocessed_conf4_out.sdf,-2.829
CHEMBL1200836_preprocessed_conf3_out.sdf,-3.986
CHEMBL43_preprocessed_conf2_out.sdf,-3.818
CHEMBL1200599_preprocessed_conf2_out.sdf,-4.189
CHEMBL897_preprocessed_conf5_out.sdf,-3.401
CHEMBL1237061_preprocessed_conf7_out.sdf,-4.765
CHEMBL315795_preprocessed_conf7_out.sdf,-2.577
CHEMBL502109_preprocessed_conf5_out.sdf,-3.351
CHEMBL2107389_preprocessed_conf3_out.sdf,-4.044
CHEMBL184412_preprocessed_conf6_out.sdf,-4.097
CHEMBL529_preprocessed_conf0_out.sdf,-3.526
CHEMBL786_preprocessed_conf9_out.sdf,-4.124
CHEMBL898_preprocessed_conf1_out.sdf,-3.656
CHEMBL1401367_preprocessed_conf8_out.sdf,-3.979
CHEMBL1200946_preprocessed_conf2_out.sdf,-3.984
CHEMBL829_preprocessed_conf2_out.sdf,-3.575
CHEMBL701_preprocessed_conf7_out.sdf,-3.27
CHEMBL928_preprocessed_conf5_out.sdf,-3.322
CHEMBL1201101_preprocessed_conf8_out.sdf,-4.267
CHEMBL1378_preprocessed_conf2_out.sdf,-3.329
CHEMBL1888176_preprocessed_conf0_out.sdf,-3.772
CHEMBL1200398_preprocessed_conf5_out.sdf,-3.482
CHEMBL1200604_preprocessed_conf7_out.sdf,-3.739
CHEMBL1457_preprocessed_conf4_out.sdf,-3.5
CHEMBL1201109_preprocessed_conf7_out.sdf,-3.629
CHEMBL1475_preprocessed_conf0_out.sdf,-3.452
CHEMBL1200356_preprocessed_conf5_out.sdf,-3.292
CHEMBL1321_preprocessed_conf6_out.sdf,-2.93
CHEMBL267744_preprocessed_conf0_out.sdf,-3.309
CHEMBL1200925_preprocessed_conf8_out.sdf,-1.597
CHEMBL509_preprocessed_conf6_out.sdf,-3.654
CHEMBL1200896_preprocessed_conf0_out.sdf,-3.487
CHEMBL8_preprocessed_conf8_out.sdf,-3.574
CHEMBL1237082_preprocessed_conf0_out.sdf,-2.598
CHEMBL589586_preprocessed_conf1_out.sdf,-2.421
CHEMBL508102_preprocessed_conf5_out.sdf,-2.321
CHEMBL1289_preprocessed_conf9_out.sdf,-3.097
CHEMBL1201245_preprocessed_conf0_out.sdf,-3.794
CHEMBL86_preprocessed_conf5_out.sdf,-3.681
CHEMBL1170_preprocessed_conf0_out.sdf,-3.935
CHEMBL603_preprocessed_conf2_out.sdf,-4.74
CHEMBL2141296_preprocessed_conf1_out.sdf,-3.446
CHEMBL2107560_preprocessed_conf7_out.sdf,-1.597
CHEMBL270190_preprocessed_conf1_out.sdf,-4.547
CHEMBL4065616_preprocessed_conf1_out.sdf,-3.715
CHEMBL446061_preprocessed_conf3_out.sdf,-2.193
CHEMBL2068408_preprocessed_conf1_out.sdf,-1.55
CHEMBL1201010_preprocessed_conf6_out.sdf,-3.517
CHEMBL1200545_preprocessed_conf2_out.sdf,-3.782
CHEMBL8_preprocessed_conf2_out.sdf,-3.439
CHEMBL95889_preprocessed_conf8_out.sdf,-2.151
CHEMBL2107213_preprocessed_conf3_out.sdf,-3.858
CHEMBL1644_preprocessed_conf5_out.sdf,-3.654
CHEMBL3137309_preprocessed_conf6_out.sdf,-4.847
CHEMBL1200955_preprocessed_conf9_out.sdf,-3.842
CHEMBL778_preprocessed_conf9_out.sdf,-3.244
CHEMBL13209_preprocessed_conf4_out.sdf,-3.942
CHEMBL87992_preprocessed_conf7_out.sdf,-3.77
CHEMBL84_preprocessed_conf0_out.sdf,-3.994
CHEMBL1200585_preprocessed_conf0_out.sdf,-3.971
CHEMBL1201172_preprocessed_conf2_out.sdf,-3.303
CHEMBL564085_preprocessed_conf9_out.sdf,-3.853
CHEMBL1200440_preprocessed_conf7_out.sdf,-3.05
CHEMBL803_preprocessed_conf5_out.sdf,-2.865
CHEMBL746_preprocessed_conf5_out.sdf,-3.599
CHEMBL225072_preprocessed_conf2_out.sdf,-3.559
CHEMBL260538_preprocessed_conf8_out.sdf,-4.284
CHEMBL1530428_preprocessed_conf1_out.sdf,-3.416
CHEMBL535650_preprocessed_conf5_out.sdf,-3.946
CHEMBL1200747_preprocessed_conf3_out.sdf,-1.987
CHEMBL499915_preprocessed_conf2_out.sdf,-4.148
CHEMBL1200951_preprocessed_conf3_out.sdf,-4.92
CHEMBL1115_preprocessed_conf1_out.sdf,-2.498
CHEMBL592_preprocessed_conf8_out.sdf,-3.716
CHEMBL937_preprocessed_conf3_out.sdf,-2.48
CHEMBL3304486_preprocessed_conf1_out.sdf,-3.644
CHEMBL1201222_preprocessed_conf5_out.sdf,-3.235
CHEMBL1200718_preprocessed_conf1_out.sdf,-0.737
CHEMBL1014_preprocessed_conf3_out.sdf,-4.86
CHEMBL1201075_preprocessed_conf6_out.sdf,-3.325
CHEMBL289480_preprocessed_conf6_out.sdf,-2.78
CHEMBL1200560_preprocessed_conf6_out.sdf,-2.896
CHEMBL306823_preprocessed_conf5_out.sdf,-2.247
CHEMBL518520_preprocessed_conf8_out.sdf,-4.296
CHEMBL1477274_preprocessed_conf6_out.sdf,-3.617
CHEMBL1201081_preprocessed_conf2_out.sdf,-3.588
CHEMBL1618018_preprocessed_conf2_out.sdf,-3.548
CHEMBL507674_preprocessed_conf0_out.sdf,-3.822
CHEMBL1200387_preprocessed_conf2_out.sdf,-2.875
CHEMBL1243_preprocessed_conf3_out.sdf,-3.627
CHEMBL231068_preprocessed_conf3_out.sdf,-4.104
CHEMBL2106975_preprocessed_conf8_out.sdf,-1.753
CHEMBL1201054_preprocessed_conf5_out.sdf,-2.234
CHEMBL1200782_preprocessed_conf2_out.sdf,-3.11
CHEMBL86_preprocessed_conf6_out.sdf,-3.02
CHEMBL1200616_preprocessed_conf5_out.sdf,-2.675
CHEMBL3989944_preprocessed_conf8_out.sdf,-3.049
CHEMBL532_preprocessed_conf2_out.sdf,-3.128
CHEMBL1059_preprocessed_conf7_out.sdf,-2.986
CHEMBL4650216_preprocessed_conf6_out.sdf,-3.862
CHEMBL158_preprocessed_conf7_out.sdf,-3.642
CHEMBL1741_preprocessed_conf6_out.sdf,-3.302
CHEMBL182_preprocessed_conf5_out.sdf,-3.014
CHEMBL704_preprocessed_conf7_out.sdf,-3.194
CHEMBL3989401_preprocessed_conf6_out.sdf,-2.435
CHEMBL282468_preprocessed_conf1_out.sdf,-1.64
CHEMBL1314751_preprocessed_conf4_out.sdf,-3.799
CHEMBL5315054_preprocessed_conf6_out.sdf,-3.882
CHEMBL17860_preprocessed_conf2_out.sdf,-3.385
CHEMBL1200396_preprocessed_conf5_out.sdf,-3.384
CHEMBL716_preprocessed_conf9_out.sdf,-3.821
CHEMBL1200732_preprocessed_conf9_out.sdf,-3.937
CHEMBL3707334_preprocessed_conf9_out.sdf,-1.738
CHEMBL2105581_preprocessed_conf6_out.sdf,-3.215
CHEMBL1185_preprocessed_conf8_out.sdf,-4.028
CHEMBL112570_preprocessed_conf0_out.sdf,-4.505
CHEMBL1757_preprocessed_conf8_out.sdf,-2.045
CHEMBL1200870_preprocessed_conf5_out.sdf,-2.953
CHEMBL1200721_preprocessed_conf3_out.sdf,-3.689
CHEMBL529437_preprocessed_conf4_out.sdf,-3.259
CHEMBL350221_preprocessed_conf2_out.sdf,-3.076
CHEMBL267936_preprocessed_conf6_out.sdf,-2.756
CHEMBL37744_preprocessed_conf0_out.sdf,-3.631
CHEMBL354541_preprocessed_conf6_out.sdf,-4.475
CHEMBL2110805_preprocessed_conf2_out.sdf,-3.577
CHEMBL1172_preprocessed_conf7_out.sdf,-4.083
CHEMBL3989676_preprocessed_conf2_out.sdf,-4.148
CHEMBL925_preprocessed_conf0_out.sdf,-2.886
CHEMBL443_preprocessed_conf4_out.sdf,-3.171
CHEMBL111_preprocessed_conf6_out.sdf,-4.069
CHEMBL53418_preprocessed_conf6_out.sdf,-3.261
CHEMBL1187417_preprocessed_conf5_out.sdf,-4.015
CHEMBL1201242_preprocessed_conf5_out.sdf,-4.477
CHEMBL648_preprocessed_conf6_out.sdf,-3.566
CHEMBL1201225_preprocessed_conf0_out.sdf,-1.204
CHEMBL290106_preprocessed_conf2_out.sdf,-3.797
CHEMBL1653_preprocessed_conf3_out.sdf,-3.34
CHEMBL1528134_preprocessed_conf5_out.sdf,-3.725
CHEMBL49_preprocessed_conf5_out.sdf,-3.308
CHEMBL776_preprocessed_conf9_out.sdf,-2.893
CHEMBL3990276_preprocessed_conf3_out.sdf,-1.198
CHEMBL657_preprocessed_conf9_out.sdf,-3.927
CHEMBL1003_preprocessed_conf9_out.sdf,-3.15
CHEMBL2106441_preprocessed_conf4_out.sdf,-2.112
CHEMBL4298137_preprocessed_conf0_out.sdf,-2.976
CHEMBL861_preprocessed_conf2_out.sdf,-3.539
CHEMBL1576_preprocessed_conf5_out.sdf,-3.39
CHEMBL601_preprocessed_conf6_out.sdf,-2.293
CHEMBL1237065_preprocessed_conf2_out.sdf,-3.413
CHEMBL2147777_preprocessed_conf2_out.sdf,-4.002
CHEMBL1201002_preprocessed_conf1_out.sdf,-3.751
CHEMBL2110774_preprocessed_conf5_out.sdf,-3.891
CHEMBL590540_preprocessed_conf5_out.sdf,-2.059
CHEMBL1200426_preprocessed_conf1_out.sdf,-4.138
CHEMBL2021424_preprocessed_conf2_out.sdf,-1.588
CHEMBL810_preprocessed_conf7_out.sdf,-2.486
CHEMBL15770_preprocessed_conf5_out.sdf,-3.815
CHEMBL571546_preprocessed_conf4_out.sdf,-4.103
CHEMBL675_preprocessed_conf6_out.sdf,-2.508
CHEMBL1201019_preprocessed_conf5_out.sdf,-3.063
CHEMBL1607273_preprocessed_conf6_out.sdf,-3.407
CHEMBL1539_preprocessed_conf5_out.sdf,-3.175
CHEMBL969_preprocessed_conf1_out.sdf,-3.719
CHEMBL1259_preprocessed_conf5_out.sdf,-3.946
CHEMBL1103_preprocessed_conf8_out.sdf,-2.81
CHEMBL1091250_preprocessed_conf7_out.sdf,-3.679
CHEMBL3544985_preprocessed_conf6_out.sdf,-4.106
CHEMBL526_preprocessed_conf9_out.sdf,-3.453
CHEMBL4594394_preprocessed_conf1_out.sdf,-2.355
CHEMBL1282_preprocessed_conf2_out.sdf,-3.049
CHEMBL1315867_preprocessed_conf2_out.sdf,-3.028
CHEMBL1200696_preprocessed_conf0_out.sdf,-1.584
CHEMBL1200691_preprocessed_conf6_out.sdf,-1.867
CHEMBL3990276_preprocessed_conf5_out.sdf,-1.198
CHEMBL867_preprocessed_conf5_out.sdf,-3.22
CHEMBL841_preprocessed_conf0_out.sdf,-4.308
CHEMBL3989571_preprocessed_conf9_out.sdf,-2.936
CHEMBL501849_preprocessed_conf6_out.sdf,-4.538
CHEMBL1017_preprocessed_conf1_out.sdf,-4.465
CHEMBL253371_preprocessed_conf7_out.sdf,-4.275
CHEMBL701_preprocessed_conf0_out.sdf,-3.138
CHEMBL8085_preprocessed_conf5_out.sdf,-2.335
CHEMBL413965_preprocessed_conf2_out.sdf,-3.507
CHEMBL1200380_preprocessed_conf0_out.sdf,-3.137
CHEMBL1413_preprocessed_conf0_out.sdf,-3.241
CHEMBL2010507_preprocessed_conf6_out.sdf,-3.104
CHEMBL3544988_preprocessed_conf4_out.sdf,-3.56
CHEMBL1200934_preprocessed_conf3_out.sdf,-4.089
CHEMBL100116_preprocessed_conf9_out.sdf,-3.724
CHEMBL1359_preprocessed_conf3_out.sdf,-4.107
CHEMBL346235_preprocessed_conf6_out.sdf,-3.215
CHEMBL776_preprocessed_conf0_out.sdf,-2.793
CHEMBL501122_preprocessed_conf3_out.sdf,-3.32
CHEMBL2106195_preprocessed_conf2_out.sdf,-3.35
CHEMBL1201759_preprocessed_conf4_out.sdf,-3.46
CHEMBL1200977_preprocessed_conf9_out.sdf,-3.306
CHEMBL1201127_preprocessed_conf0_out.sdf,-3.671
CHEMBL1200798_preprocessed_conf4_out.sdf,-4.151
CHEMBL1200661_preprocessed_conf3_out.sdf,-3.633
CHEMBL1064_preprocessed_conf8_out.sdf,-4.293
CHEMBL1200420_preprocessed_conf1_out.sdf,-4.045
CHEMBL1200542_preprocessed_conf0_out.sdf,-3.826
CHEMBL290960_preprocessed_conf2_out.sdf,-3.181
CHEMBL1620_preprocessed_conf7_out.sdf,-3.742
CHEMBL3786343_preprocessed_conf9_out.sdf,-4.232
CHEMBL1139_preprocessed_conf8_out.sdf,-3.924
CHEMBL1200467_preprocessed_conf1_out.sdf,-3.34
CHEMBL1329455_preprocessed_conf5_out.sdf,-2.694
CHEMBL12713_preprocessed_conf4_out.sdf,-4.25
CHEMBL563_preprocessed_conf5_out.sdf,-3.709
CHEMBL786_preprocessed_conf3_out.sdf,-3.904
CHEMBL406393_preprocessed_conf0_out.sdf,-3.881
CHEMBL1541_preprocessed_conf2_out.sdf,-3.034
CHEMBL569_preprocessed_conf0_out.sdf,-3.249
CHEMBL317094_preprocessed_conf3_out.sdf,-3.716
CHEMBL1200853_preprocessed_conf8_out.sdf,-3.417
CHEMBL204656_preprocessed_conf3_out.sdf,-4.442
CHEMBL885_preprocessed_conf6_out.sdf,-2.529
CHEMBL1439973_preprocessed_conf9_out.sdf,-2.168
CHEMBL1692_preprocessed_conf8_out.sdf,-3.7
CHEMBL58323_preprocessed_conf6_out.sdf,-3.224
CHEMBL3989803_preprocessed_conf6_out.sdf,-3.599
CHEMBL2220427_preprocessed_conf8_out.sdf,-3.258
CHEMBL3402762_preprocessed_conf2_out.sdf,-4.846
CHEMBL295698_preprocessed_conf5_out.sdf,-3.686
CHEMBL94081_preprocessed_conf4_out.sdf,-3.133
CHEMBL264374_preprocessed_conf5_out.sdf,-3.586
CHEMBL1101_preprocessed_conf3_out.sdf,-3.369
CHEMBL686_preprocessed_conf7_out.sdf,-3.73
CHEMBL1201753_preprocessed_conf6_out.sdf,-4.301
CHEMBL3707333_preprocessed_conf8_out.sdf,-1.585
CHEMBL1200901_preprocessed_conf0_out.sdf,-4.613
CHEMBL177_preprocessed_conf2_out.sdf,-3.264
CHEMBL704_preprocessed_conf4_out.sdf,-2.724
CHEMBL582_preprocessed_conf4_out.sdf,-1.873
CHEMBL1455_preprocessed_conf3_out.sdf,-2.328
CHEMBL554_preprocessed_conf0_out.sdf,-4.292
CHEMBL3989716_preprocessed_conf6_out.sdf,-3.112
CHEMBL3833311_preprocessed_conf9_out.sdf,-3.587
CHEMBL447629_preprocessed_conf1_out.sdf,-2.413
CHEMBL5095420_preprocessed_conf9_out.sdf,-2.112
CHEMBL1201195_preprocessed_conf8_out.sdf,-2.528
CHEMBL2107831_preprocessed_conf2_out.sdf,-4.484
CHEMBL608_preprocessed_conf3_out.sdf,-3.506
CHEMBL4650485_preprocessed_conf6_out.sdf,-4.306
CHEMBL1200473_preprocessed_conf7_out.sdf,-3.212
CHEMBL2107430_preprocessed_conf4_out.sdf,-3.873
CHEMBL1200345_preprocessed_conf8_out.sdf,-2.274
CHEMBL408513_preprocessed_conf0_out.sdf,-3.904
CHEMBL1559_preprocessed_conf1_out.sdf,-3.623
CHEMBL742_preprocessed_conf8_out.sdf,-3.073
CHEMBL291338_preprocessed_conf0_out.sdf,-3.377
CHEMBL428880_preprocessed_conf7_out.sdf,-4.199
CHEMBL305906_preprocessed_conf1_out.sdf,-4.289
CHEMBL1597_preprocessed_conf9_out.sdf,-1.747
CHEMBL643_preprocessed_conf5_out.sdf,-3.437
CHEMBL1590_preprocessed_conf7_out.sdf,-3.003
CHEMBL1174_preprocessed_conf4_out.sdf,-3.89
CHEMBL1983350_preprocessed_conf8_out.sdf,-3.436
CHEMBL1201748_preprocessed_conf5_out.sdf,-3.844
CHEMBL2104973_preprocessed_conf2_out.sdf,-3.357
CHEMBL443_preprocessed_conf2_out.sdf,-3.379
CHEMBL1480987_preprocessed_conf7_out.sdf,-3.718
CHEMBL1625_preprocessed_conf8_out.sdf,-3.593
CHEMBL135_preprocessed_conf0_out.sdf,-3.7
CHEMBL1201786_preprocessed_conf1_out.sdf,-3.62
CHEMBL95889_preprocessed_conf9_out.sdf,-2.154
CHEMBL3545376_preprocessed_conf9_out.sdf,-3.91
CHEMBL1201752_preprocessed_conf8_out.sdf,-3.86
CHEMBL1089221_preprocessed_conf1_out.sdf,-4.068
CHEMBL1200616_preprocessed_conf7_out.sdf,-2.7
CHEMBL5095048_preprocessed_conf5_out.sdf,-2.883
CHEMBL1255654_preprocessed_conf2_out.sdf,-3.109
CHEMBL2105980_preprocessed_conf1_out.sdf,-3.395
CHEMBL967_preprocessed_conf8_out.sdf,-3.826
CHEMBL19019_preprocessed_conf1_out.sdf,-3.402
CHEMBL1410808_preprocessed_conf9_out.sdf,-2.86
CHEMBL2104607_preprocessed_conf1_out.sdf,-2.748
CHEMBL1201075_preprocessed_conf0_out.sdf,-3.257
CHEMBL521686_preprocessed_conf2_out.sdf,-4.451
CHEMBL1005_preprocessed_conf3_out.sdf,-3.436
CHEMBL448_preprocessed_conf5_out.sdf,-3.624
CHEMBL1200711_preprocessed_conf1_out.sdf,-3.923
CHEMBL361497_preprocessed_conf6_out.sdf,-3.512
CHEMBL1185568_preprocessed_conf1_out.sdf,-4.398
CHEMBL2105941_preprocessed_conf1_out.sdf,-3.199
CHEMBL1201243_preprocessed_conf5_out.sdf,-3.091
CHEMBL2104095_preprocessed_conf7_out.sdf,-1.641
CHEMBL421_preprocessed_conf9_out.sdf,-4.079
CHEMBL1329455_preprocessed_conf2_out.sdf,-2.506
